"id","institutionCode","collectionCode","catalogNumber","order","family","scientificName","genus","specificEpithet","taxonRank","infraspecificEpithet","year","month","day","reproductiveCondition","county","municipality","locality","localitySecurity","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","date","lastcollected"
24021,"University of Connecticut","CONN","CONN00068040","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1909,9,8,"flowering","Litchfield","Kent","Kent",0,41.73166,-73.45305,NA,1909-09-08,1937
24022,"University of Connecticut","CONN","CONN00068041","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1933,9,7,"flowering","Litchfield","North Canaan","North Canaan",0,42.0225,-73.29138,NA,1933-09-07,1937
24023,"University of Connecticut","CONN","CONN00068042","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1912,8,31,"flowering","Litchfield","Salisbury","Twin Lakes",0,42.02083,-73.39166,5000,1912-08-31,1937
24024,"University of Connecticut","CONN","CONN00068043","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1913,9,10,"flowering","Litchfield","Kent","Kent",0,41.73166,-73.45305,NA,1913-09-10,1937
24025,"University of Connecticut","CONN","CONN00068044","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1931,8,17,"flowering","Litchfield","New Milford","New Milford",0,41.66666,-73.50833,NA,1931-08-17,1937
24026,"University of Connecticut","CONN","CONN00068045","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1931,9,8,"flowering","Litchfield","Sharon","Beardsley Pond",0,41.8975,-73.44666,5000,1931-09-08,1937
24028,"University of Connecticut","CONN","CONN00068047","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1937,9,30,"flowering","Litchfield","New Milford","Housatonic River",0,41.58916,-73.44611,20000,1937-09-30,1937
24029,"University of Connecticut","CONN","CONN00068048","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1932,11,4,"flowering","Fairfield","Bethel","Bethel",0,41.37416,-73.39555,NA,1932-11-04,1932
24030,"University of Connecticut","CONN","CONN00068049","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1909,9,6,"flowering","Litchfield","New Milford","Gaylordsville",0,41.64638,-73.48472,3000,1909-09-06,1937
24031,"University of Connecticut","CONN","CONN00068050","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1906,8,18,"flowering","Litchfield","Salisbury","Salisbury",0,41.985,-73.42277,5000,1906-08-18,1937
24036,"University of Connecticut","CONN","CONN00068070","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1931,8,25,"flowering","Fairfield","Danbury","Danbury",0,41.40222,-73.47166,NA,1931-08-25,1932
24037,"University of Connecticut","CONN","CONN00068071","Poales","Juncaceae","Juncus brachycephalus","Juncus","brachycephalus","","",1909,9,5,"flowering","Litchfield","Colebrook","Colebrook",0,42.00138,-73.08333,NA,1909-09-05,1937
24039,"University of Connecticut","CONN","CONN00068076","Poales","Juncaceae","Juncus debilis","Juncus","debilis","","",1927,8,18,"flowering","New London","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1927-08-18,1932
24041,"University of Connecticut","CONN","CONN00068082","Poales","Juncaceae","Juncus debilis","Juncus","debilis","","",1932,7,22,"flowering","New London","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1932-07-22,1932
24051,"University of Connecticut","CONN","CONN00068099","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1960,8,24,"flowering","Windham","Killingly, East Killingly","Eddy Pray Reservoir",0,41.86361,-71.80888,20000,1960-08-24,1960
24058,"University of Connecticut","CONN","CONN00068106","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1930,8,13,"flowering","Fairfield","Newtown","Taunton Pond, Newtown",0,41.41055,-73.33333,5000,1930-08-13,1930
24060,"University of Connecticut","CONN","CONN00068108","Poales","Juncaceae","Juncus debilis","Juncus","debilis","","",1930,9,6,"flowering","New London","Groton, Trails Corner","Trails Corner",0,41.34138,-72.05777,20000,1930-09-06,1932
24061,"University of Connecticut","CONN","CONN00068109","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1927,10,6,"flowering","New London","Groton","Bluff Point State Park",0,41.325,-72.02916,20000,1927-10-06,1939
24062,"University of Connecticut","CONN","CONN00068110","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1929,8,0,"flowering","Windham","Pomfret, Abington","Abington",0,41.86055,-72.00722,20000,NA,1960
24063,"University of Connecticut","CONN","CONN00068111","Poales","Juncaceae","Juncus tweedyi","Juncus","tweedyi","","",1916,8,6,"flowering","Tolland","Willington","Moose Meadow",0,41.88833,-72.2325,1000,1916-08-06,1916
24065,"University of Connecticut","CONN","CONN00068113","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1939,8,14,"flowering","New London","Sprague, Baltic","Shetucket River",0,41.6175,-72.08472,20000,1939-08-14,1939
24066,"University of Connecticut","CONN","CONN00068114","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1937,9,10,"flowering","New London","Griswold","Pachaug Pond, Griswold",0,41.58166,-71.92916,20000,1937-09-10,1939
24067,"University of Connecticut","CONN","CONN00068115","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1929,8,11,"flowering","New London","Ledyard","Ledyard",0,41.43972,-72.01555,5000,1929-08-11,1939
24068,"University of Connecticut","CONN","CONN00068116","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1939,9,24,"flowering","New London","Groton, Trails Corner","Trails Corner",0,41.34138,-72.05777,20000,1939-09-24,1939
24069,"University of Connecticut","CONN","CONN00068117","Poales","Juncaceae","Juncus brevicaudatus","Juncus","brevicaudatus","","",1930,8,13,"flowering","Fairfield","Newtown","Taunton Pond, Newtown",0,41.41055,-73.33333,5000,1930-08-13,1930
24070,"University of Connecticut","CONN","CONN00068118","Poales","Cyperaceae","Carex grisea","Carex","grisea","","",1928,6,7,"flowering","Fairfield","Shelton, Huntington","Huntington",0,41.29638,-73.14666,5000,1928-06-07,1936
24075,"University of Connecticut","CONN","CONN00068125","Asparagales","Agavaceae","Yucca filamentosa","Yucca","filamentosa","","",1896,6,28,"flowering","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,20000,1896-06-28,1896
24076,"University of Connecticut","CONN","CONN00068127","Fabales","Fabaceae","Gleditsia triacanthos","Gleditsia","triacanthos","","",1895,6,11,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1895-06-11,1895
24088,"University of Connecticut","CONN","CONN00068142","Lamiales","Bignoniaceae","Catalpa ovata","Catalpa","ovata","","",1927,8,10,"flowering","Fairfield","Brookfield","Brookfield",0,41.46861,-73.3925,2000,1927-08-10,1929
24101,"University of Connecticut","CONN","CONN00068244","Brassicales","Brassicaceae","Brassica oleracea","Brassica","oleracea","","",1907,8,23,"flowering","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,20000,1907-08-23,1940
24104,"University of Connecticut","CONN","CONN00068249","Ranunculales","Papaveraceae","Papaver somniferum","Papaver","somniferum","","",1907,8,1,"fruiting","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1907-08-01,1907
24107,"University of Connecticut","CONN","CONN00068252","Caryophyllales","Nyctaginaceae","Oxybaphus nyctagineus","Oxybaphus","nyctagineus","","",1940,8,1,"flowering/fruiting","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1940-08-01,1941
24110,"University of Connecticut","CONN","CONN00068255","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1926,7,14,"flowering","New London","Groton","Groton",0,41.34583,-72.03027,20000,1926-07-14,1928
24114,"University of Connecticut","CONN","CONN00068259","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1912,6,13,"flowering","New London","Old Lyme","Old Lyme",0,41.31722,-72.30361,NA,1912-06-13,1928
24116,"University of Connecticut","CONN","CONN00068261","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1893,6,12,"flowering","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,20000,1893-06-12,1940
24117,"University of Connecticut","CONN","CONN00068262","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1893,7,10,"flowering","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,20000,1893-07-10,1940
24118,"University of Connecticut","CONN","CONN00068263","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1894,6,21,"flowering","Fairfield","Fairfield","Fairfield Beach",0,41.13277,-73.24194,20000,1894-06-21,1940
24119,"University of Connecticut","CONN","CONN00068264","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1940,7,5,"flowering","Fairfield","Stratford","Stratford",0,41.20444,-73.13027,20000,1940-07-05,1940
24122,"University of Connecticut","CONN","CONN00068267","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1912,6,13,"flowering","New London","Old Lyme","Old Lyme",0,41.31722,-72.30361,NA,1912-06-13,1928
24123,"University of Connecticut","CONN","CONN00068268","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1876,6,16,"flowering","New Haven","New Haven","New Haven",0,41.31,-72.92416,20000,1876-06-16,1876
24128,"University of Connecticut","CONN","CONN00068273","Poales","Juncaceae","Juncus bufonius","Juncus","bufonius","","",1898,7,17,"flowering","Fairfield","Fairfield, Southport","Fairfield, Southport",0,41.13638,-73.28388,20000,1898-07-17,1940
24131,"University of Connecticut","CONN","CONN00068276","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1893,7,17,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1893-07-17,1931
24133,"University of Connecticut","CONN","CONN00068279","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1931,9,30,"flowering","New Haven","Milford","Milford",0,41.22416,-73.06027,5000,1931-09-30,1931
24134,"University of Connecticut","CONN","CONN00068280","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1893,8,22,"flowering","Fairfield","Stratford","Fresh Pond",0,41.17194,-73.13027,20000,1893-08-22,1931
24140,"University of Connecticut","CONN","CONN00068286","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1931,9,29,"flowering","Fairfield","Fairfield","Mill River",0,41.17388,-73.26861,20000,1931-09-29,1931
24141,"University of Connecticut","CONN","CONN00068287","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1931,9,29,"flowering","Fairfield","Fairfield","Mill River",0,41.17388,-73.26861,20000,1931-09-29,1931
24142,"University of Connecticut","CONN","CONN00068288","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1914,7,22,"flowering","New Haven","East Haven","Lake Saltonstall, East Haven",0,41.28166,-72.86166,20000,1914-07-22,1931
24144,"University of Connecticut","CONN","CONN00068290","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1903,8,10,"flowering","New Haven","New Haven","Lighthouse Point, New Haven",0,41.24833,-72.90472,20000,1903-08-10,1931
24152,"University of Connecticut","CONN","CONN00068298","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1931,9,30,"flowering","New Haven","Milford","Milford",0,41.22416,-73.06027,5000,1931-09-30,1931
24154,"University of Connecticut","CONN","CONN00068300","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1927,10,14,"flowering","New Haven","Milford","Milford",0,41.22416,-73.06027,5000,1927-10-14,1931
24167,"University of Connecticut","CONN","CONN00068315","Poales","Juncaceae","Juncus canadensis","Juncus","canadensis","","",1895,9,17,"flowering","Fairfield","Monroe","Monroe",0,41.33611,-73.22638,NA,1895-09-17,1931
24184,"University of Connecticut","CONN","CONN00068380","Ranunculales","Papaveraceae","Argemone alba","Argemone","alba","","",1940,7,31,"flowering-immature","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,20000,1940-07-31,1940
24185,"University of Connecticut","CONN","CONN00068381","Ranunculales","Papaveraceae","Eschscholzia californica","Eschscholzia","californica","","",1908,6,26,"flowering/fruiting","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,5000,1908-06-26,1908
24187,"University of Connecticut","CONN","CONN00068383","Ranunculales","Papaveraceae","Papaver rhoeas","Papaver","rhoeas","","",1916,7,7,"flowering-immature","Fairfield","Fairfield","Fairfield",0,41.17583,-73.2725,20000,1916-07-07,1916
24191,"University of Connecticut","CONN","CONN00068389","Proteales","Proteaceae","Grevillea robusta","Grevillea","robusta","","",1968,2,14,"flowering","Tolland","Mansfield, Storrs","University of Connecticut Ecology and Evolutionary Biology Greenhouses",0,41.81027,-72.25583,1000,1968-02-14,1968
24193,"University of Connecticut","CONN","CONN00068392","Ranunculales","Ranunculaceae","Ranunculus fascicularis","Ranunculus","fascicularis","","",1929,5,22,"flowering","Fairfield","Bethel","Bethel",0,41.37416,-73.39555,5000,1929-05-22,1935
24194,"University of Connecticut","CONN","CONN00068393","Ranunculales","Ranunculaceae","Ranunculus longirostris","Ranunculus","longirostris","","",1936,6,10,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,2000,1936-06-10,1936
24195,"University of Connecticut","CONN","CONN00068394","Caryophyllales","Caryophyllaceae","Lychnis chalcedonica","Lychnis","chalcedonica","","",1919,7,2,"flowering","Fairfield","Monroe","Monroe",0,41.33611,-73.22638,5000,1919-07-02,1930
24198,"University of Connecticut","CONN","CONN00068398","Caryophyllales","Caryophyllaceae","Silene stellata","Silene","stellata","","",1903,7,26,"flowering","Litchfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1903-07-26,1903
24201,"University of Connecticut","CONN","CONN00068401","Caryophyllales","Caryophyllaceae","Saponaria officinalis","Saponaria","officinalis","","",1928,7,27,"flowering","Fairfield","Ridgefield","Ridgefield",0,41.30527,-73.50194,NA,1928-07-27,1942
24202,"University of Connecticut","CONN","CONN00068402","Caryophyllales","Amaranthaceae","Chenopodium ambrosioides","Chenopodium","ambrosioides","","",1893,9,26,"fruiting","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1893-09-26,1907
24203,"University of Connecticut","CONN","CONN00068403","Caryophyllales","Amaranthaceae","Chenopodium ambrosioides","Chenopodium","ambrosioides","","",1893,9,15,"flowering","Fairfield","Bridgeport","Bridgeport",0,41.18638,-73.19611,20000,1893-09-15,1907
24724,"University of Connecticut","CONN","CONN00069595","Rosales","Rosaceae","Rubus occidentalis","Rubus","occidentalis","","",2007,9,0,"sterile/vegetative","Hartford","Simsbury","Simsbury",0,41.87055,-72.90916,5000,NA,1904
24979,"University of Connecticut","CONN","CONN00070126","Saxifragales","Haloragaceae","Myriophyllum ambiguum","Myriophyllum","ambiguum","","",1896,8,15,"sterile/vegetative","New Haven","Middlebury","Tranquility Farm, Middlebury",0,41.53027,-73.13916,20000,1896-08-15,1896
24982,"University of Connecticut","CONN","CONN00070129","Saxifragales","Haloragaceae","Myriophyllum ambiguum","Myriophyllum","ambiguum","","",1901,9,14,"flowering","Litchfield","Woodbury","Lake Quassapaug",0,41.52666,-73.15833,2000,1901-09-14,1901
24986,"University of Connecticut","CONN","CONN00070141","Saxifragales","Haloragaceae","Myriophyllum ambiguum","Myriophyllum","ambiguum","","",1906,9,23,"flowering","Hartford","Windsor","Goodwin Pond",0,41.88861,-72.71027,5000,1906-09-23,1906
25024,"University of Connecticut","CONN","CONN00070205","Saxifragales","Haloragaceae","Myriophyllum exalbescens","Myriophyllum","exalbescens","","",1917,7,21,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1917-07-21,1935
25025,"University of Connecticut","CONN","CONN00070206","Saxifragales","Haloragaceae","Myriophyllum exalbescens","Myriophyllum","exalbescens","","",1906,9,26,"sterile/vegetative","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1906-09-26,1935
25027,"University of Connecticut","CONN","CONN00070208","Saxifragales","Haloragaceae","Myriophyllum exalbescens","Myriophyllum","exalbescens","","",1935,8,28,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1935-08-28,1935
25028,"University of Connecticut","CONN","CONN00070209","Saxifragales","Haloragaceae","Myriophyllum exalbescens","Myriophyllum","exalbescens","","",1934,11,2,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1934-11-02,1935
25108,"University of Connecticut","CONN","CONN00070360","Lamiales","Plantaginaceae","Gratiola neglecta","Gratiola","neglecta","","",1963,9,19,"flowering-old persisting","New London","Groton","Groton",0,41.35,-72.07833,20000,1963-09-19,1963
25116,"University of Connecticut","CONN","CONN00070368","Lamiales","Plantaginaceae","Gratiola virginiana","Gratiola","virginiana","","",1898,8,1,"flowering-old persisting","Hartford","Hartford","South Meadows",0,41.73833,-72.66444,20000,1898-08-01,1937
25117,"University of Connecticut","CONN","CONN00070369","Lamiales","Plantaginaceae","Gratiola aurea","Gratiola","aurea","","",1929,9,11,"flowering","New Haven","Madison","Madison",0,41.33777,-72.63,6000,1929-09-11,1929
25126,"University of Connecticut","CONN","CONN00070378","Lamiales","Plantaginaceae","Gratiola aurea","Gratiola","aurea","","",1875,8,21,"flowering","New Haven","Madison","Madison",0,41.27944,-72.59833,6000,1875-08-21,1929
25132,"University of Connecticut","CONN","CONN00070384","Lamiales","Plantaginaceae","Gratiola aurea","Gratiola","aurea","","",1874,8,17,"flowering","New Haven","Madison","Madison",0,41.27944,-72.59833,6000,1874-08-17,1929
25166,"University of Connecticut","CONN","CONN00070461","Lamiales","Scrophulariaceae","Limosella subulata","Limosella","subulata","","",1942,8,23,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1942-08-23,1942
25167,"University of Connecticut","CONN","CONN00070462","Lamiales","Scrophulariaceae","Limosella aquatica","Limosella","aquatica","","",1885,10,9,"fruiting","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1885-10-09,1942
25168,"University of Connecticut","CONN","CONN00070463","Lamiales","Scrophulariaceae","Limosella tenuifolia","Limosella","tenuifolia","","",1897,7,5,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1897-07-05,1897
25179,"University of Connecticut","CONN","CONN00070474","Lamiales","Scrophulariaceae","Limosella tenuifolia","Limosella","tenuifolia","","",1897,7,5,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1897-07-05,1897
25180,"University of Connecticut","CONN","CONN00070475","Lamiales","Scrophulariaceae","Limosella tenuifolia","Limosella","tenuifolia","","",1901,8,4,"flowering","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1901-08-04,1901
25181,"University of Connecticut","CONN","CONN00070476","Lamiales","Scrophulariaceae","Limosella aquatica","Limosella","aquatica","","",1942,8,23,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1942-08-23,1942
25367,"University of Connecticut","CONN","CONN00070778","Lamiales","Scrophulariaceae","Limosella aquatica","Limosella","aquatica","","",1927,9,30,"fruiting","Fairfield","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1927-09-30,1927
25380,"University of Connecticut","CONN","CONN00070838","Caryophyllales","Amaranthaceae","Salicornia bigelovii","Salicornia","bigelovii","","",1950,8,27,"flowering","New Haven","Guilford","Leetes Island",0,41.26527,-72.71472,3000,1950-08-27,1950
25381,"University of Connecticut","CONN","CONN00070839","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1930,9,3,"flowering","New London","Groton","Groton",0,41.35,-72.07833,20000,1930-09-03,1934
25382,"University of Connecticut","CONN","CONN00070840","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1902,8,27,"flowering","New Haven","Orange","Savin Rock",0,41.24861,-72.95861,3000,1902-08-27,1902
25383,"University of Connecticut","CONN","CONN00070841","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1934,10,9,"flowering","New London","Groton","Bluff Point",0,41.31416,-72.03583,5000,1934-10-09,1934
25384,"University of Connecticut","CONN","CONN00070842","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1930,9,3,"flowering","New London","Groton","Groton",0,41.35,-72.07833,5000,1930-09-03,1934
25385,"University of Connecticut","CONN","CONN00070843","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1930,9,3,"flowering","New London","Groton","Groton",0,41.35,-72.07833,20000,1930-09-03,1934
25388,"University of Connecticut","CONN","CONN00070846","Caryophyllales","Amaranthaceae","Salicornia bigelovii","Salicornia","bigelovii","","",1945,8,21,"flowering","Middlesex","Clinton","Clinton",0,41.29444,-72.52805,5000,1945-08-21,1945
25389,"University of Connecticut","CONN","CONN00070847","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1934,10,7,"flowering","New London","Groton","Groton - New London Airport",0,41.33,-72.045,2000,1934-10-07,1934
25390,"University of Connecticut","CONN","CONN00070853","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1930,10,20,"flowering","New London","Groton","Bluff Point",0,41.31416,-72.03583,5000,1930-10-20,1934
25391,"University of Connecticut","CONN","CONN00070855","Caryophyllales","Amaranthaceae","Salicornia mucronata","Salicornia","mucronata","","",1908,10,2,"flowering","Fairfield","Fairfield","Fairfield",0,41.13777,-73.24,5000,1908-10-02,1908
25393,"University of Connecticut","CONN","CONN00070862","Caryophyllales","Amaranthaceae","Salicornia europaea","Salicornia","europaea","","",1945,8,19,"flowering","Middlesex","Clinton","Clinton",0,41.29444,-72.52805,5000,1945-08-19,1953
25401,"University of Connecticut","CONN","CONN00070870","Caryophyllales","Amaranthaceae","Salicornia europaea","Salicornia","europaea","","",1953,8,9,"flowering","Middlesex","Westbrook","Menunketesuck River",0,41.27055,-72.47194,5000,1953-08-09,1953
25404,"University of Connecticut","CONN","CONN00070874","Caryophyllales","Amaranthaceae","Salicornia europaea","Salicornia","europaea","","",1914,9,19,"flowering","Middlesex","Westbrook","Westbrook",0,41.29583,-72.46472,5000,1914-09-19,1953
25412,"University of Connecticut","CONN","CONN00070884","Caryophyllales","Amaranthaceae","Salicornia europaea","Salicornia","europaea","","",1893,8,22,"flowering","Fairfield","Stratford","Stratford",0,41.20444,-73.12972,20000,1893-08-22,1897
25413,"University of Connecticut","CONN","CONN00070885","Caryophyllales","Amaranthaceae","Salicornia europaea","Salicornia","europaea","","",1897,9,26,"flowering","Fairfield","Fairfield","Fairfield",0,41.13777,-73.24,5000,1897-09-26,1897
25542,"University of Connecticut","CONN","CONN00071296","Poales","Eriocaulaceae","Eriocaulon parkeri","Eriocaulon","parkeri","","",1942,8,23,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1942-08-23,1942
25546,"University of Connecticut","CONN","CONN00071305","Poales","Eriocaulaceae","Eriocaulon parkeri","Eriocaulon","parkeri","","",1940,9,5,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1940-09-05,1942
25548,"University of Connecticut","CONN","CONN00071307","Poales","Eriocaulaceae","Eriocaulon parkeri","Eriocaulon","parkeri","","",1942,8,23,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1942-08-23,1942
25550,"University of Connecticut","CONN","CONN00071309","Poales","Eriocaulaceae","Eriocaulon septangulare","Eriocaulon","septangulare","","",1916,10,11,"flowering","Fairfield","Stratford","Farmill River",0,41.25916,-73.0975,5000,1916-10-11,1930
25554,"University of Connecticut","CONN","CONN00071313","Poales","Eriocaulaceae","Eriocaulon parkeri","Eriocaulon","parkeri","","",1899,7,17,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1899-07-17,1942
25555,"University of Connecticut","CONN","CONN00071314","Poales","Eriocaulaceae","Eriocaulon septangulare","Eriocaulon","septangulare","","",1914,9,27,"flowering","Fairfield","Stratford","Farmill River and Housatonic River, Stratford",0,41.25583,-73.08972,5000,1914-09-27,1930
25562,"University of Connecticut","CONN","CONN00071321","Poales","Eriocaulaceae","Eriocaulon septangulare","Eriocaulon","septangulare","","",1930,9,10,"flowering","Fairfield","Newtown","Taunton Pond, Newtown",0,41.41055,-73.33333,5000,1930-09-10,1930
25573,"University of Connecticut","CONN","CONN00071412","Lamiales","Lentibulariaceae","Utricularia cornuta","Utricularia","cornuta","","",1910,6,19,"flowering","New London","Voluntown","Great Cedar Swamp",0,41.57555,-71.86166,5000,1910-06-19,1910
25574,"University of Connecticut","CONN","CONN00071413","Lamiales","Lentibulariaceae","Utricularia cornuta","Utricularia","cornuta","","",1887,7,16,"flowering","New London","East Lyme, Niantic","Niantic",0,41.32527,-72.19361,20000,1887-07-16,1910
25581,"University of Connecticut","CONN","CONN00071470","Lamiales","Lentibulariaceae","Utricularia biflora","Utricularia","biflora","","",1901,8,6,"flowering","New London","Groton","Poquonnock Lake",0,41.35,-72.03333,5000,1901-08-06,1930
25582,"University of Connecticut","CONN","CONN00071471","Lamiales","Lentibulariaceae","Utricularia biflora","Utricularia","biflora","","",1930,9,23,"flowering","New London","Old Lyme","Rogers Lake",0,41.35027,-72.30194,4000,1930-09-23,1930
25614,"University of Connecticut","CONN","CONN00071523","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1948,6,23,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,5000,1948-06-23,1948
25616,"University of Connecticut","CONN","CONN00071525","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1902,6,17,"","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1902-06-17,1948
25617,"University of Connecticut","CONN","CONN00071526","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1899,9,2,"","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1899-09-02,1948
25618,"University of Connecticut","CONN","CONN00071527","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1886,6,16,"","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1886-06-16,1948
25619,"University of Connecticut","CONN","CONN00071528","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1942,8,23,"fruiting","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,3000,1942-08-23,1948
25620,"University of Connecticut","CONN","CONN00071529","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1948,6,23,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,20000,1948-06-23,1948
25621,"University of Connecticut","CONN","CONN00071530","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1937,6,15,"flowering","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1937-06-15,1948
25622,"University of Connecticut","CONN","CONN00071531","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1899,9,2,"","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1899-09-02,1948
25623,"University of Connecticut","CONN","CONN00071532","Ericales","Ebenaceae","Diospyros virginiana","Diospyros","virginiana","","",1900,6,29,"fruiting","New Haven","SUPPRESSED","SUPPRESSED",0,NA,NA,1000,1900-06-29,1948
25747,"University of Connecticut","CONN","CONN00071722","Alismatales","Potamogetonaceae","Potamogeton praelongus","Potamogeton","praelongus","","",1931,8,25,"sterile/vegetative","Fairfield","New Fairfield","Ball Pond, New Fairfield",0,41.4625,-73.52388,5000,1931-08-25,1935
